,country_name,state_name,Zip,As of Date,health_risk_type_description,toxin_type_name,toxin_type_cd,toxin_limit_unit,toxin_limit_value,utility_id
7526,Sullivan,New Hampshire,33019,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,FL4061410
7527,Sullivan,New Hampshire,33019,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,FL4061410
7528,Sullivan,New Hampshire,33019,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,FL4061410
7529,Sullivan,New Hampshire,33019,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,FL4061410
7530,Sullivan,New Hampshire,33019,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,FL4061410
7531,Sullivan,New Hampshire,33019,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,FL4061410
7532,Sullivan,New Hampshire,33019,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,FL4061410
7533,Sullivan,New Hampshire,33019,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,FL4061410
7534,Sullivan,New Hampshire,33019,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,FL4061408
7535,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,FL4061408
7536,Sullivan,New Hampshire,33019,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,FL4061408
7537,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,FL4061408
7538,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,FL4061408
7539,Sullivan,New Hampshire,33019,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,FL4061408
7540,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,FL4061408
7541,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,FL4061408
7542,Sullivan,New Hampshire,33019,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,FL4061408
7543,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,FL4061408
7544,Sullivan,New Hampshire,33019,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,FL4061408
7545,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4061408
7546,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4061408
7547,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4061408
7548,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4061408
7549,Sullivan,New Hampshire,33019,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4061408
7550,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4061408
7551,Sullivan,New Hampshire,33019,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4061408
7552,Sullivan,New Hampshire,33019,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4061408
7553,Sullivan,New Hampshire,33019,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4061408
7554,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4061408
7555,Sullivan,New Hampshire,33019,2020-12-31,"Increased risk of cancer, kidney toxicity",COMBINED URANIUM,4006,μg/L,30,FL4061408
7556,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4061408
7557,Sullivan,New Hampshire,33019,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4061408
7558,Sullivan,New Hampshire,33019,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4060253
7559,Sullivan,New Hampshire,33019,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4060253
7560,Grafton,New Hampshire,33009,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4064326
7561,Grafton,New Hampshire,33009,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4064326
7562,Grafton,New Hampshire,33009,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4060253
7563,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4060253
7564,Grafton,New Hampshire,33009,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4060253
7565,Grafton,New Hampshire,33009,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4060253
7566,Grafton,New Hampshire,33009,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4060253
7567,Grafton,New Hampshire,33009,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4060253
7568,Grafton,New Hampshire,33009,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4060253
7569,Grafton,New Hampshire,33009,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4060253
7570,Grafton,New Hampshire,33009,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4060253
7571,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4060253
7572,Grafton,New Hampshire,33009,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4060253
7573,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4060253
7574,Grafton,New Hampshire,33009,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4060253
7575,Grafton,New Hampshire,33009,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4060253
7576,Grafton,New Hampshire,33009,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4060253
7577,Grafton,New Hampshire,33009,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4060253
7578,Grafton,New Hampshire,33009,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4060253
7579,Grafton,New Hampshire,33009,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4060253
7580,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4060253
7581,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4060253
7582,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4060253
7583,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4060253
7584,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4060253
7585,Grafton,New Hampshire,33009,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4060253
7586,Grafton,New Hampshire,33009,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4060253
7587,Grafton,New Hampshire,33009,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4061410
7588,Grafton,New Hampshire,33009,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4061410
7589,Grafton,New Hampshire,33009,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4061410
7590,Grafton,New Hampshire,33009,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4061410
7591,Grafton,New Hampshire,33009,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4061408
7592,Grafton,New Hampshire,33009,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,FL4061410
7593,Grafton,New Hampshire,33009,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,FL4061410
7594,Grafton,New Hampshire,33009,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,FL4061410
7595,Grafton,New Hampshire,33009,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,FL4061410
7596,Grafton,New Hampshire,33009,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,FL4061410
7597,Grafton,New Hampshire,33009,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,FL4061410
7598,Grafton,New Hampshire,33009,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,FL4061410
7599,Grafton,New Hampshire,33009,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,FL4061410
7600,Grafton,New Hampshire,33009,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,FL4061408
7601,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,FL4061408
7602,Grafton,New Hampshire,33009,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,FL4061408
7603,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,FL4061408
7604,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,FL4061408
7605,Grafton,New Hampshire,33009,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,FL4061408
7606,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,FL4061408
7607,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,FL4061408
7608,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,FL4061408
7609,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,FL4061408
7610,Grafton,New Hampshire,33009,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,FL4061408
7611,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4061408
7612,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4061408
7613,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4061408
7614,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4061408
7615,Grafton,New Hampshire,33009,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4061408
7616,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4061408
7617,Grafton,New Hampshire,33009,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4061408
7618,Grafton,New Hampshire,33009,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4061408
7619,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4061408
7620,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4061408
7621,Grafton,New Hampshire,33009,2020-12-31,"Increased risk of cancer, kidney toxicity",COMBINED URANIUM,4006,μg/L,30,FL4061408
7622,Grafton,New Hampshire,33009,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4061408
7623,Grafton,New Hampshire,33009,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4061408
7624,Grafton,New Hampshire,33009,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4060253
7625,Grafton,New Hampshire,33009,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4060253
7626,Grafton,New Hampshire,33009,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4064326
7627,Grafton,New Hampshire,33009,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4064326
7628,Grafton,New Hampshire,33009,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4060253
7629,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4060253
7630,Grafton,New Hampshire,33009,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4060253
7631,Grafton,New Hampshire,33009,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4060253
7632,Grafton,New Hampshire,33009,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4060253
7633,Grafton,New Hampshire,33009,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4060253
7634,Grafton,New Hampshire,33009,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4060253
7635,Grafton,New Hampshire,33009,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4060253
7636,Grafton,New Hampshire,33009,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4060253
7637,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4060253
7638,Grafton,New Hampshire,33009,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4060253
7639,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4060253
7640,Grafton,New Hampshire,33009,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4060253
7641,Grafton,New Hampshire,33009,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4060253
7642,Grafton,New Hampshire,33009,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4060253
7643,Grafton,New Hampshire,33009,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4060253
7644,Grafton,New Hampshire,33009,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4060253
7645,Grafton,New Hampshire,33009,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4060253
7646,Grafton,New Hampshire,33009,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4060253
7647,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4060253
7648,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4060253
7649,Grafton,New Hampshire,33009,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4060253
7650,Grafton,New Hampshire,33009,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4060253
7651,Grafton,New Hampshire,33009,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4060253
7652,Grafton,New Hampshire,33009,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4060253
7653,Grafton,New Hampshire,33009,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4061410
7654,Grafton,New Hampshire,33009,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4061410
7655,Grafton,New Hampshire,33009,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4061410
7656,Grafton,New Hampshire,33009,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4061410
7657,Grafton,New Hampshire,33009,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4061408
